job_id,job_title,company,city,state,job_type,date_posted,salary_min,salary_max,role_category,experience_min,experience_max,seniority,sql,python,power_bi,tableau,excel,r_lang,dax,etl,statistics,git,looker,spark,snowflake,azure,aws,gcp,tensorflow,pytorch,kafka,airflow,dbt,docker,nosql,hadoop,sas,scala,ml
IND_02359,Junior Data Analyst,PhonePe,Hyderabad,Telangana,Full-time,2026-04-02,,,Data Analyst,2,3,Junior,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_05128,Data Measurement Analyst,PwC,Bangalore,Karnataka,Full-time,2026-04-26,,,Data Analyst,4,5,Mid,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IND_07372,Machine Learning Engineer,NVIDIA,Pune,Maharashtra,Contractual,2026-03-13,,,ML Engineer,0,1,Fresher,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
IND_06354,dbt Analytics Engineer,NTT DATA,Mumbai,Maharashtra,Contractual,2026-06-23,2425000,3699779,Data Engineer,4,7,Mid,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
IND_02082,Principal Data Engineer,Barclays,Pune,Maharashtra,Full-time,2026-04-30,,,Data Engineer,4,5,Mid,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0
IND_09702,Data Science Manager,Mu Sigma,Gurugram,Haryana,Part-time,2026-06-17,,,Data Scientist,4,7,Mid,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
IND_05978,Business Data Analyst,Swiggy,Hyderabad,Telangana,Permanent,2026-03-21,,,Data Analyst,1,2,Junior,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
IND_00117,Data Platform Engineer,Capgemini,Mumbai,Maharashtra,Full-time,2026-06-23,,,Data Engineer,4,7,Mid,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
IND_08129,AI Engineer,Vernacular.ai,Bangalore,Karnataka,Permanent,2026-03-01,,,ML Engineer,8,9,Senior,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
IND_07907,Associate Data Analyst,Mindtree,Mumbai,Maharashtra,Full-time,2026-06-02,,,Data Analyst,3,5,Mid,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IND_00359,Data Scientist,Thoughtspot,Gurugram,Haryana,Full-time,2026-06-04,1250000,1526366,Data Scientist,3,6,Mid,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1
IND_09325,Cloud Data Engineer,Zomato,Mumbai,Maharashtra,Contractual,2026-04-16,,,Data Engineer,3,5,Mid,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
IND_05221,Data Engineer - Streaming,Google,Hyderabad,Telangana,Contractual,2026-06-07,,,Data Engineer,1,4,Junior,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
IND_04834,Multimodal AI Engineer,Qualcomm,Gurugram,Haryana,Temporary,2026-05-22,,,ML Engineer,1,3,Junior,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
IND_05030,GenAI Engineer,PhonePe,Bangalore,Karnataka,Permanent,2026-03-26,,,ML Engineer,10,11,Senior,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
IND_04611,Pricing Analyst,Byju's,Gurugram,Haryana,Full-time,2026-05-05,,,Data Analyst,4,6,Mid,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IND_00815,BI Engineer,Mphasis,Mumbai,Maharashtra,Part-time,2026-04-08,,,BI Developer,3,5,Mid,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
IND_06910,Power BI Developer,UBS,Bangalore,Karnataka,Full-time,2026-06-18,,,BI Developer,10,11,Senior,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
IND_01952,Dashboard Developer,Snapdeal,Gurugram,Haryana,Temporary,2026-06-04,,,BI Developer,,,,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IND_04712,Revenue Analyst,Bajaj Finance,Chennai,Tamil Nadu,Permanent,2026-06-15,,,Data Analyst,5,8,Mid,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IND_05371,Junior Data Analyst,Razorpay,Mumbai,Maharashtra,Full-time,2026-05-27,725000,849005,Data Analyst,1,3,Junior,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IND_09789,ETL Developer,Myntra,Mumbai,Maharashtra,Permanent,2026-03-01,,,Data Engineer,0,2,Fresher,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_05680,Lead Data Analyst,SBI Life,Chennai,Tamil Nadu,Full-time,2026-03-02,,,Data Analyst,1,3,Junior,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IND_03656,Looker Developer,EY,Chennai,Tamil Nadu,Full-time,2026-03-29,,,BI Developer,1,4,Junior,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IND_08638,Risk Data Analyst,IBM,Chennai,Tamil Nadu,Full-time,2026-03-29,,,Data Analyst,3,4,Mid,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_08981,AI/ML Engineer,AI4Bharat,Bangalore,Karnataka,Permanent,2026-03-26,,,ML Engineer,1,2,Junior,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1
IND_03486,BI & Reporting Analyst,JPMorgan Chase,Hyderabad,Telangana,Full-time,2026-02-26,,,BI Developer,1,2,Junior,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
IND_01210,Kafka Engineer,Sigmoid,Gurugram,Haryana,Full-time,2026-06-05,,,Data Engineer,,,,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
IND_04627,AI Research Engineer,3M,Hyderabad,Telangana,Permanent,2026-03-25,3100000,4778361,ML Engineer,5,7,Mid,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
IND_03955,Data Engineer - Real Time,Ola Electric,Gurugram,Haryana,Full-time,2026-03-01,1275000,1853584,Data Engineer,1,4,Junior,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0
IND_05981,Associate Data Analyst,Hero MotoCorp,Hyderabad,Telangana,Permanent,2026-05-15,800000,1205241,Data Analyst,2,4,Junior,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IND_04795,Behavioural Data Scientist,Thoughtspot,Pune,Maharashtra,Full-time,2026-05-03,,,Data Scientist,3,5,Mid,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IND_04193,Data Analyst - CRM,Cognizant,Mumbai,Maharashtra,Full-time,2026-03-01,,,Data Analyst,3,5,Mid,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
IND_09983,LLM Engineer,IISc,Hyderabad,Telangana,Full-time,2026-05-13,,,ML Engineer,0,3,Fresher,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1
IND_00450,AWS Data Engineer,Bounce,Mumbai,Maharashtra,Full-time,2026-05-10,1300000,1894341,Data Engineer,3,5,Mid,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0
IND_02152,Data Scientist - Fraud,Axis Bank,Bangalore,Karnataka,Full-time,2026-05-24,,,Data Scientist,9,12,Senior,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
IND_04239,Cloud Data Engineer,Ola Electric,Bangalore,Karnataka,Full-time,2026-05-15,1500000,2301785,Data Engineer,5,7,Mid,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
IND_07063,NLP Scientist,PhonePe,Hyderabad,Telangana,Permanent,2026-03-21,,,Data Scientist,3,6,Mid,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
IND_07922,Data Reporting Engineer,EY,Bangalore,Karnataka,Full-time,2026-04-03,,,BI Developer,1,3,Junior,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
IND_08315,Analytics Engineer - BI,Target,Hyderabad,Telangana,Part-time,2026-04-06,1700000,2371849,BI Developer,11,12,Senior,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
IND_09662,Forecasting Scientist,Swiggy,Mumbai,Maharashtra,Permanent,2026-03-28,,,Data Scientist,1,3,Junior,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
IND_01233,Data Scientist - Risk,Swiggy,Gurugram,Haryana,Full-time,2026-02-24,400000,527875,Data Scientist,0,2,Fresher,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1
IND_02787,Power BI Developer,Oracle,Pune,Maharashtra,Temporary,2026-06-22,,,BI Developer,4,6,Mid,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IND_07790,Data Engineer,LinkedIn,Pune,Maharashtra,Full-time,2026-04-01,,,Data Engineer,2,3,Junior,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0
IND_04655,Associate Data Scientist,Capgemini,Pune,Maharashtra,Temporary,2026-05-01,,,Data Scientist,11,12,Senior,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1
IND_07797,Data Science Manager,Razorpay,Chennai,Tamil Nadu,Full-time,2026-03-10,,,Data Scientist,1,2,Junior,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1
IND_08095,Machine Learning Engineer,Eka Care,Pune,Maharashtra,Full-time,2026-06-19,,,ML Engineer,9,12,Senior,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1
IND_07747,Data Engineer - Lakehouse,Amazon,Gurugram,Haryana,Permanent,2026-06-03,,,Data Engineer,10,11,Senior,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
IND_06451,Junior Data Scientist,Google,Mumbai,Maharashtra,Full-time,2026-06-15,,,Data Scientist,1,2,Junior,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1
IND_03992,BI Architect,IBM,Gurugram,Haryana,Permanent,2026-03-21,,,BI Developer,3,6,Mid,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
IND_04345,Lead Data Engineer,HCL Technologies,Hyderabad,Telangana,Permanent,2026-03-07,,,Data Engineer,3,6,Mid,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
IND_08706,BI Analyst,HSBC,Hyderabad,Telangana,Full-time,2026-05-09,,,BI Developer,2,4,Junior,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_06142,Statistical Modeller,Rapido,Bangalore,Karnataka,Permanent,2026-04-11,,,Data Scientist,0,3,Fresher,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
IND_07901,Data Scientist - Computer Vision,PhonePe,Hyderabad,Telangana,Full-time,2026-05-20,,,Data Scientist,2,4,Junior,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1
IND_09227,Research Engineer,LinkedIn,Gurugram,Haryana,Full-time,2026-06-03,,,ML Engineer,3,6,Mid,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1
IND_05506,Data Warehouse Engineer,JP Morgan,Bangalore,Karnataka,Full-time,2026-05-25,3600000,5574242,Data Engineer,11,12,Senior,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
IND_02840,Risk Data Analyst,Kantar,Chennai,Tamil Nadu,Full-time,2026-04-03,,,Data Analyst,4,7,Mid,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IND_03899,Data Scientist,L&T Infotech,Gurugram,Haryana,Full-time,2026-05-22,,,Data Scientist,7,10,Senior,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1
IND_05189,Data Scientist - AdTech,Zensar,Hyderabad,Telangana,Full-time,2026-06-09,,,Data Scientist,2,3,Junior,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
IND_07854,Senior ML Engineer,ThoughtWorks,Mumbai,Maharashtra,Full-time,2026-06-21,,,ML Engineer,3,6,Mid,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
IND_08386,Analyst - Data Analytics,Meesho,Mumbai,Maharashtra,Permanent,2026-05-19,,,Data Analyst,2,5,Junior,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_07943,Data Warehouse Engineer,ThoughtWorks,Hyderabad,Telangana,Full-time,2026-05-29,875000,1141717,Data Engineer,1,2,Junior,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
IND_00246,Marketing Data Analyst,Meesho,Bangalore,Karnataka,Permanent,2026-06-09,,,Data Analyst,3,5,Mid,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IND_07491,Senior Tableau Developer,Cognizant,Chennai,Tamil Nadu,Full-time,2026-04-18,,,BI Developer,0,2,Fresher,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
IND_00554,Data Architect,Tata Communications,Hyderabad,Telangana,Full-time,2026-05-13,,,Data Engineer,10,11,Senior,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1
IND_03077,Cloud Data Engineer,Samsung R&D,Chennai,Tamil Nadu,Full-time,2026-03-09,,,Data Engineer,,,,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
IND_05387,ML Infrastructure Engineer,C-DAC,Gurugram,Haryana,Contractual,2026-04-10,,,ML Engineer,1,2,Junior,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1
IND_00699,Power BI Architect,Bridgei2i,Mumbai,Maharashtra,Full-time,2026-04-05,,,BI Developer,2,4,Junior,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IND_08565,Statistical Modeller,ThoughtWorks,Hyderabad,Telangana,Contractual,2026-03-08,,,Data Scientist,3,4,Mid,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
IND_05847,dbt Analytics Engineer,Porter,Pune,Maharashtra,Permanent,2026-03-16,,,Data Engineer,0,2,Fresher,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
IND_02042,Data Analyst - E-Commerce,Kantar,Bangalore,Karnataka,Full-time,2026-03-02,,,Data Analyst,0,1,Fresher,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IND_04650,Data & Reporting Analyst,KPMG,Bangalore,Karnataka,Permanent,2026-05-10,,,Data Analyst,5,7,Mid,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
IND_02040,BI Engineer,Mphasis,Chennai,Tamil Nadu,Full-time,2026-03-25,1150000,1771485,Data Engineer,1,2,Junior,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
IND_04357,Data Engineer,Barclays,Bangalore,Karnataka,Part-time,2026-05-30,2850000,3972770,Data Engineer,8,11,Senior,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
IND_01566,Revenue Analyst,Microsoft,Mumbai,Maharashtra,Permanent,2026-05-02,,,Data Analyst,5,6,Mid,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_09847,Data Science Manager,Sigmoid,Chennai,Tamil Nadu,Full-time,2026-03-30,,,Data Scientist,1,4,Junior,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
IND_05892,Data Pipeline Engineer,Snowflake Inc,Bangalore,Karnataka,Full-time,2026-04-23,,,Data Engineer,4,7,Mid,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
IND_02940,Power BI Analyst,Grant Thornton,Hyderabad,Telangana,Contractual,2026-05-25,,,BI Developer,0,2,Fresher,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_00947,Cloud Data Engineer,Netflix,Bangalore,Karnataka,Contractual,2026-06-22,,,Data Engineer,7,10,Senior,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
IND_05918,Reporting Analyst,Genpact,Hyderabad,Telangana,Full-time,2026-03-27,,,BI Developer,8,10,Senior,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_02956,Computer Vision Engineer,Tiger Analytics,Pune,Maharashtra,Full-time,2026-03-20,,,ML Engineer,1,4,Junior,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1
IND_03487,Foundation Model Engineer,Meta,Hyderabad,Telangana,Permanent,2026-06-23,525000,722000,ML Engineer,0,3,Fresher,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1
IND_01465,BI Consultant,Sigmoid,Chennai,Tamil Nadu,Full-time,2026-04-10,1175000,1877088,BI Developer,5,7,Mid,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_08875,Deep Learning Engineer,Qualcomm,Bangalore,Karnataka,Full-time,2026-03-10,,,ML Engineer,5,8,Mid,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
IND_02953,Financial Data Analyst,ICICI Bank,Pune,Maharashtra,Part-time,2026-03-18,2250000,3142186,Data Analyst,10,12,Senior,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_08427,Customer Analytics Analyst,Nielsen,Gurugram,Haryana,Full-time,2026-04-14,,,Data Analyst,5,6,Mid,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IND_07163,Financial Data Analyst,Byju's,Mumbai,Maharashtra,Permanent,2026-03-29,,,Data Analyst,7,10,Senior,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IND_07264,Data Scientist - Computer Vision,Infosys,Mumbai,Maharashtra,Full-time,2026-05-20,,,Data Scientist,3,5,Mid,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
IND_04638,NLP Scientist,Swiggy,Pune,Maharashtra,Full-time,2026-04-30,,,Data Scientist,1,2,Junior,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
IND_07466,Research Scientist,Google,Pune,Maharashtra,Permanent,2026-05-24,825000,1129799,Data Scientist,2,5,Junior,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
IND_02952,Data Scientist - AdTech,Tiger Analytics,Gurugram,Haryana,Permanent,2026-04-28,600000,705984,Data Scientist,0,2,Fresher,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
IND_09107,Data Insights Analyst,Persistent Systems,Chennai,Tamil Nadu,Permanent,2026-05-31,,,Data Analyst,,,,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
IND_00389,Data Reporting Engineer,Cognizant,Chennai,Tamil Nadu,Permanent,2026-04-10,780000,1208168,BI Developer,1,2,Junior,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_03332,Data Analyst - Sales,Flipkart,Bangalore,Karnataka,Contractual,2026-04-20,,,Data Analyst,,,,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_09791,Data Scientist - NLP,Persistent,Chennai,Tamil Nadu,Permanent,2026-03-13,,,Data Scientist,,,,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
IND_08962,People Analytics Analyst,Mphasis,Mumbai,Maharashtra,Full-time,2026-03-25,,,Data Analyst,9,12,Senior,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IND_07782,Risk Data Analyst,HDFC Life,Pune,Maharashtra,Permanent,2026-04-03,,,Data Analyst,0,3,Fresher,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_02443,BI Analyst,Deutsche Bank,Bangalore,Karnataka,Permanent,2026-06-15,,,BI Developer,4,5,Mid,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_04931,Pricing Analyst,Razorpay,Pune,Maharashtra,Part-time,2026-05-27,1300000,2057945,Data Analyst,5,8,Mid,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
IND_09194,Analytics Engineer,Microsoft,Bangalore,Karnataka,Part-time,2026-03-26,2050000,2449341,Data Engineer,3,4,Mid,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0
IND_01670,Data Scientist,Fractal Analytics,Hyderabad,Telangana,Full-time,2026-05-28,,,Data Scientist,0,2,Fresher,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
IND_06702,Data Scientist,Sun Pharma,Chennai,Tamil Nadu,Permanent,2026-05-29,,,Data Scientist,1,3,Junior,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
IND_00154,Financial Data Analyst,Zomato,Bangalore,Karnataka,Contractual,2026-06-02,,,Data Analyst,10,13,Senior,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IND_08060,Risk Data Analyst,Swiggy,Pune,Maharashtra,Full-time,2026-02-25,,,Data Analyst,9,12,Senior,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
IND_04516,Machine Learning Engineer,Arya.ai,Hyderabad,Telangana,Permanent,2026-05-09,,,ML Engineer,1,2,Junior,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1
IND_04915,AI Engineer,Google,Pune,Maharashtra,Full-time,2026-06-03,725000,871920,ML Engineer,0,2,Fresher,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
IND_09083,Cloud Data Engineer,Astronomer,Bangalore,Karnataka,Full-time,2026-06-07,,,Data Engineer,10,11,Senior,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
IND_08523,Airflow Developer,Uber,Bangalore,Karnataka,Contractual,2026-05-18,,,Data Engineer,0,1,Fresher,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0
IND_01131,BI Architect,Hexaware,Hyderabad,Telangana,Permanent,2026-05-19,1325000,1547376,BI Developer,4,5,Mid,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IND_07891,Data Analyst - Supply Chain,Flipkart,Gurugram,Haryana,Full-time,2026-05-31,825000,1126803,Data Analyst,4,7,Mid,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
IND_02005,Data Engineer - Lakehouse,Mphasis,Pune,Maharashtra,Temporary,2026-03-13,2300000,3098634,Data Engineer,3,5,Mid,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
IND_08971,Looker Developer,Sigmoid,Bangalore,Karnataka,Full-time,2026-05-14,,,BI Developer,1,2,Junior,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_09403,Multimodal AI Engineer,Razorpay,Pune,Maharashtra,Contractual,2026-06-09,1050000,1659974,ML Engineer,2,4,Junior,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
IND_05286,Data Reporting Engineer,Mu Sigma,Bangalore,Karnataka,Full-time,2026-03-24,730000,991436,BI Developer,1,2,Junior,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IND_05242,NLP Scientist,McKinsey Analytics,Mumbai,Maharashtra,Full-time,2026-05-20,,,Data Scientist,1,3,Junior,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
IND_03984,ML Compiler Engineer,AI4Bharat,Chennai,Tamil Nadu,Full-time,2026-04-19,1300000,1579347,ML Engineer,2,4,Junior,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
IND_01338,Lead Data Scientist,Adobe,Pune,Maharashtra,Full-time,2026-04-15,1125000,1446101,Data Scientist,2,4,Junior,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
